2315,VICTORIA PUBLIC LIBRARY DISTRICT,227 EAST MAIN STREET VICTORIA IL 61485,3098792295,2315,No Comment
2316,VIENNA CARNEGIE PUBLIC LIBRARY,401 POPLAR STREET VIENNA IL 62995,6186585051,2316,No Comment
2317,CAMARGO TOWNSHIP DISTRICT LIBRARY,14 NORTH MAIN STREET VILLA GROVE IL 61956,2178325211,2317,No Comment
2318,VILLA PARK PUBLIC LIBRARY,305 SOUTH ARDMORE AVENUE VILLA PARK IL 60181,6308341164,2318,No Comment
2319,VIOLA PUBLIC LIBRARY DISTRICT,1701 14TH STREET VIOLA IL 61486,3095962620,2319,No Comment
2320,GRAND PRAIRIE OF THE WEST PUBLIC LIBRARY DISTRICT,142 WEST JACKSON STREET VIRDEN IL 62690,2179653015,2320,No Comment
2321,VIRGINIA MEMORIAL PUBLIC LIBRARY,100 NORTH MAIN STREET VIRGINIA IL 62691,2174523846,2321,No Comment
2322,WALNUT PUBLIC LIBRARY DISTRICT,101 HEATON STREET WALNUT IL 61376,8153792159,2322,No Comment
2323,WARREN TOWNSHIP PUBLIC LIBRARY,210 BURNETT AVENUE WARREN IL 61087,8157452076,2323,No Comment
2324,WARREN COUNTY PUBLIC LIBRARY DISTRICT,62 PUBLIC SQUARE MONMOUTH IL 61462,3097343166,2324,No Comment
2325,WARREN-NEWPORT PUBLIC LIBRARY DISTRICT,224 NORTH O'PLAINE ROAD GURNEE IL 60031,8472445150,2325,No Comment
2326,WARRENVILLE PUBLIC LIBRARY DISTRICT,28W751 STAFFORD PLACE WARRENVILLE IL 60555,6303931171,2326,No Comment
2327,WARSAW PUBLIC LIBRARY,1025 WEBSTER STREET WARSAW IL 62379,2172563417,2327,No Comment
2328,WASHINGTON DISTRICT LIBRARY,380 NORTH WILMOR ROAD WASHINGTON IL 61571,3094442241,2328,No Comment
2329,MORRISON-TALBOTT LIBRARY,215 PARK STREET WATERLOO IL 62298,6189396232,2329,No Comment
2330,CLINTON TOWNSHIP PUBLIC LIBRARY,110 SOUTH ELM STREET WATERMAN IL 60556,8152643339,2330,No Comment
2331,WATSEKA PUBLIC LIBRARY,201 SOUTH FOURTH STREET WATSEKA IL 60970,8154324544,2331,No Comment
2332,WAUCONDA AREA PUBLIC LIBRARY DISTRICT,801 NORTH MAIN STREET WAUCONDA IL 60084,8475266225,2332,No Comment
2333,WAUKEGAN PUBLIC LIBRARY,128 NORTH COUNTY STREET WAUKEGAN IL 60085,8476232041,2333,No Comment
2334,WAVERLY PUBLIC LIBRARY,291 NORTH PEARL STREET WAVERLY IL 62692,2174352051,2334,No Comment
2335,WAYNE CITY KISSNER PUBLIC LIBRARY,102 SOUTH MAIN STREET WAYNE CITY IL 62895,6188952661,2335,No Comment
2336,WAYNESVILLE TOWNSHIP LIBRARY,303 EAST SECOND STREET WAYNESVILLE IL 61778,2179495111,2336,No Comment
2337,WELDON PUBLIC LIBRARY DISTRICT,505 MAPLE STREET WELDON IL 61882,2177362215,2337,No Comment
2338,BOND PUBLIC LIBRARY,208 SOUTH CHESTNUT STREET WENONA IL 61377,8158534665,2338,No Comment
2339,WEST CHICAGO PUBLIC LIBRARY DISTRICT,118 WEST WASHINGTON STREET WEST CHICAGO IL 60185,6302311552,2339,No Comment
2340,WEST FRANKFORT PUBLIC LIBRARY,402 EAST POPLAR STREET WEST FRANKFORT IL 62896,6189323313,2340,No Comment
2341,WEST SALEM PUBLIC LIBRARY,112 WEST SOUTH STREET WEST SALEM IL 62476,6184568970,2341,No Comment
2342,WESTCHESTER PUBLIC LIBRARY,10700 CANTERBURY STREET WESTCHESTER IL 60154,7085623573,2342,No Comment
2343,WESTERN DISTRICT LIBRARY,1111 FOURTH STREET ORION IL 61273,3095268375,2343,No Comment
2344,THOMAS FORD MEMORIAL LIBRARY,800 CHESTNUT STREET WESTERN SPRINGS IL 60558,7082460520,2344,No Comment
2345,WESTMONT PUBLIC LIBRARY,428 NORTH CASS AVENUE WESTMONT IL 60559,6308696150,2345,No Comment
2346,WESTVILLE PUBLIC LIBRARY DISTRICT,233 SOUTH STATE STREET WESTVILLE IL 61883,2172673170,2346,No Comment
2347,WHEATON PUBLIC LIBRARY,225 NORTH CROSS STREET WHEATON IL 60187,6306681374,2347,No Comment
2348,WHITE HALL TOWNSHIP LIBRARY,119 EAST SHERMAN STREET WHITE HALL IL 62092,2173746014,2348,No Comment
2349,CARLOCK PUBLIC LIBRARY DISTRICT,202 EAST WASHINGTON STREET CARLOCK IL 61725,3093765651,2349,No Comment
2350,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,13820 CENTRAL PARK AVENUE ROBBINS IL 60472,7085972760,2350,No Comment
2351,WILMETTE PUBLIC LIBRARY DISTRICT,1242 WILMETTE AVENUE WILMETTE IL 60091,8472565025,2351,No Comment
2352,WILMINGTON PUBLIC LIBRARY DISTRICT,201 SOUTH KANKAKEE STREET WILMINGTON IL 60481,8154762834,2352,No Comment
2353,WINCHESTER PUBLIC LIBRARY,215 NORTH MAIN STREET WINCHESTER IL 62694,2177423150,2353,No Comment
2354,WINDSOR STORM MEMORIAL PUBLIC LIBRARY DISTRICT,102 SOUTH MAPLE STREET WINDSOR IL 61957,2174592498,2354,No Comment
2355,WINFIELD PUBLIC LIBRARY,0S291 WINFIELD ROAD WINFIELD IL 60190,6306537599,2355,No Comment
2356,WINNEBAGO PUBLIC LIBRARY DISTRICT,210 NORTH ELIDA STREET WINNEBAGO IL 61088,8153357050,2356,No Comment
2357,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,768 OAK STREET WINNETKA IL 60093,8474467220,2357,No Comment
2358,WITT TOWNSHIP MEMORIAL LIBRARY,18 NORTH SECOND STREET WITT IL 62094,2175947333,2358,No Comment
2359,WOOD DALE PUBLIC LIBRARY DISTRICT,520 NORTH WOOD DALE ROAD WOOD DALE IL 60191,6307666762,2359,No Comment
2360,WOOD RIVER PUBLIC LIBRARY,326 EAST FERGUSON AVENUE WOOD RIVER IL 62095,6182544832,2360,No Comment
2361,WOODRIDGE PUBLIC LIBRARY,3 PLAZA DRIVE WOODRIDGE IL 60517,6309647899,2361,No Comment
2362,WOODSTOCK PUBLIC LIBRARY,414 WEST JUDD STREET WOODSTOCK IL 60098,8153380542,2362,No Comment
2363,WORDEN PUBLIC LIBRARY DISTRICT,111 EAST WALL STREET WORDEN IL 62097,6184597171,2363,No Comment
2364,WORTH PUBLIC LIBRARY DISTRICT,6917 WEST 111TH STREET WORTH IL 60482,7084482855,2364,No Comment
2365,RAYMOND A SAPP MEMORIAL TOWNSHIP LIBRARY,103 EAST MAIN STREET WYANET IL 61379,8156992342,2365,No Comment
2366,WYOMING PUBLIC LIBRARY DISTRICT,119 NORTH SEVENTH STREET WYOMING IL 61491,3096952241,2366,No Comment
2367,YORKVILLE PUBLIC LIBRARY,902 GAME FARM ROAD YORKVILLE IL 60560,6305534354,2367,No Comment
2368,ZEIGLER PUBLIC LIBRARY,102 EAST MARYLAND STREET ZEIGLER IL 62999,6185962041,2368,No Comment
2369,ZION-BENTON PUBLIC LIBRARY DISTRICT,2400 GABRIEL AVENUE ZION IL 60099,8478724680,2369,No Comment
2370,VESPASIAN WARNER PUBLIC LIBRARY DISTRICT,310 NORTH QUINCY STREET CLINTON IL 61727,2179355174,2370,No Comment
2371,WEST UNION DISTRICT LIBRARY,209 WEST UNION STREET WEST UNION IL 62477,2172793556,2371,No Comment
2372,BRIGHTON MEMORIAL LIBRARY DISTRICT,110 NORTH MAIN STREET BRIGHTON IL 62012,6183728450,2372,No Comment
2373,FARMERSVILLE-WAGGONER PUBLIC LIBRARY DISTRICT,210 SOUTH CLEVELAND STREET FARMERSVILLE IL 62533,2172273711,2373,No Comment
2374,LINCOLNWOOD PUBLIC LIBRARY DISTRICT,4000 WEST PRATT AVENUE LINCOLNWOOD IL 60712,8476775277,2374,No Comment
2375,MELROSE PARK PUBLIC LIBRARY,801 NORTH BROADWAY AVE. MELROSE PARK IL 60160,7086497400,2375,No Comment
2376,SMITHTON PUBLIC LIBRARY DISTRICT,109 SOUTH MAIN STREET SMITHTON IL 62285,6182338057,2376,No Comment
2377,FOUR STAR PUBLIC LIBRARY DISTRICT,132 WEST SOUTH STREET MENDON IL 62351,2179362131,2377,No Comment
2378,RAMSEY PUBLIC LIBRARY,401 SOUTH SUPERIOR STREET RAMSEY IL 62080,6184232019,2378,No Comment
2379,WILLIAMSFIELD PUBLIC LIBRARY DISTRICT,407 NORMAN DRIVE WILLIAMSFIELD IL 61489,3096392630,2379,No Comment
2380,CISSNA PARK COMMUNITY LIBRARY DISTRICT,511 NORTH SECOND STREET CISSNA PARK IL 60924,8154572452,2380,No Comment
2381,ARGENTA-OREANA PUBLIC LIBRARY DISTRICT,211 SOUTH ROUTE 48 OREANA IL 62554,2174682340,2381,No Comment
2382,HUNTLEY AREA PUBLIC LIBRARY DISTRICT,11000 RUTH ROAD HUNTLEY IL 60142,8476695386,2382,No Comment
2383,CRESTWOOD PUBLIC LIBRARY DISTRICT,4955 WEST 135TH STREET CRESTWOOD IL 60418,7083714090,2383,No Comment
2384,GLEN CARBON CENTENNIAL LIBRARY DISTRICT,198 SOUTH MAIN STREET GLEN CARBON IL 62034,6182881212,2384,No Comment
2385,HUDSON AREA PUBLIC LIBRARY DISTRICT,104 PEARL STREET HUDSON IL 61748,3097261103,2385,No Comment
2386,ROBERT W. ROWE PUBLIC LIBRARY DISTRICT,120 EAST SI JOHNSON AVENUE SHERIDAN IL 60551,8154962031,2386,No Comment
2387,DOYLE PUBLIC LIBRARY DISTRICT,109 SOUTH O`BANNON STREET RAYMOND IL 62560,2172294471,2387,No Comment
2388,CORTLAND COMMUNITY LIBRARY,63 SOUTH SOMONAUK ROAD CORTLAND IL 60112,8157567274,2388,No Comment
2389,CRESTON-DEMENT PUBLIC LIBRARY DISTRICT,107 SOUTH MAIN STREET CRESTON IL 60113,8153843111,2389,No Comment
2390,GERMANTOWN PUBLIC LIBRARY DISTRICT,403 MUNSTER STREET GERMANTOWN IL 62245,6185234820,2390,No Comment
2391,BEECHER COMMUNITY LIBRARY DISTRICT,660 PENFIELD STREET BEECHER IL 60401,7089469090,2391,No Comment
2392,CENTRAL CITIZENS' LIBRARY DISTRICT,1134 EAST 3100 NORTH ROAD CLIFTON IL 60927,8156942800,2392,No Comment
2393,CLIFTON PUBLIC LIBRARY,150 EAST FOURTH AVENUE CLIFTON IL 60927,8156942069,2393,No Comment
2394,SHERMAN PUBLIC LIBRARY DISTRICT,2100 EAST ANDREW ROAD SHERMAN IL 62684,2174962496,2394,No Comment
2395,ATHENS MUNICIPAL LIBRARY,410 EAST HARGRAVE STREET ATHENS IL 62613,2176368047,2395,No Comment
2396,FREEBURG AREA LIBRARY DISTRICT,407 SOUTH BELLEVILLE STREET FREEBURG IL 62243,6185395454,2396,No Comment
2397,PEMBROKE PUBLIC LIBRARY DISTRICT,13130 EAST CENTRAL STREET HOPKINS PARK IL 60958,8159448609,2397,No Comment
2398,LIMESTONE TOWNSHIP LIBRARY DISTRICT,2701 WEST TOWER ROAD KANKAKEE IL 60901,8159391696,2398,No Comment
2399,RIVERTON VILLAGE LIBRARY,1200 EAST RIVERTON ROAD RIVERTON IL 62561,2176296353,2399,No Comment
2400,WILLIAMSVILLE PUBLIC LIBRARY AND MUSEUM,217 NORTH ELM STREET WILLIAMSVILLE IL 62693,2175663520,2400,No Comment
2401,RIVERSIDE PUBLIC LIBRARY,1 BURLING ROAD RIVERSIDE IL 60546,7084426366,2401,No Comment
2402,HINCKLEY PUBLIC LIBRARY DISTRICT,100 NORTH MAPLE STREET HINCKLEY IL 60520,8152863220,2402,No Comment
2403,TILDEN PUBLIC LIBRARY,381 BUTLER STREET TILDEN IL 62292,6185871282,2403,No Comment
2404,MARYVILLE COMMUNITY LIBRARY DISTRICT,8 SCHIBER COURT MARYVILLE IL 62062,6182883801,2404,No Comment
2405,NEWMAN REGIONAL LIBRARY DISTRICT,207 SOUTH COFFIN STREET SUITE D NEWMAN IL 61942,2178372412,2405,No Comment
2406,CARRIER MILLS-STONEFORT PUBLIC LIBRARY DISTRICT,109 OAK STREET CARRIER MILLS IL 62917,6189942011,2406,No Comment
2407,SUMMIT PUBLIC LIBRARY DISTRICT,6233 SOUTH ARCHER ROAD SUMMIT IL 60501,7084581545,2407,No Comment
2408,TRI-CITY PUBLIC LIBRARY DISTRICT,600 SOUTH MAIN STREET BUFFALO IL 62515,2173648181,2408,No Comment
2409,PHOENIX PUBLIC LIBRARY DISTRICT,15500 EIGHTH AVENUE PHOENIX IL 60426,7085965515,2409,No Comment
2410,GALATIA PUBLIC LIBRARY DISTRICT,217 SOUTH MAIN CROSS STREET GALATIA IL 62935,6182689200,2410,No Comment
2411,FRANK BERTETTI BENLD PUBLIC LIBRARY,308 EAST CENTRAL AVENUE BENLD IL 62009,2178354045,2411,No Comment
2412,WEST SANGAMON PUBLIC LIBRARY DISTRICT,112 EAST ILLINOIS STREET NEW BERLIN IL 62670,2174887733,2412,No Comment
2413,KINMUNDY PUBLIC LIBRARY,111 SOUTH MONROE STREET KINMUNDY IL 62854,6185473250,2413,No Comment
2414,CHARLES B. PHILLIPS PUBLIC LIBRARY DISTRICT,6 NORTH JACKSON STREET NEWARK IL 60541,8156955851,2414,No Comment
2415,FLANAGAN PUBLIC LIBRARY DISTRICT,124 SOUTH MAIN STREET FLANAGAN IL 61740,8157962212,2415,No Comment
2416,WASHINGTON CARNEGIE PUBLIC LIBRARY,300 WEST MAIN STREET WASHINGTON IN 47501,8122544586,2416,No Comment
2417,ODON WINKELPLECK PUBLIC LIBRARY,202 WEST MAIN STREET ODON IN 47562,8126364949,2417,No Comment
2418,JASPER-DUBOIS COUNTY CONTRACTUAL PUBLIC LIBRARY,"100 3RD AVE, SUITE B JASPER IN 47546",8124822712,2418,No Comment
2419,HUNTINGBURG PUBLIC LIBRARY,419 NORTH JACKSON STREET HUNTINGBURG IN 47542,8126832052,2419,No Comment
2420,OWENSVILLE CARNEGIE PUBLIC LIBRARY,110 SOUTH MAIN STREET OWENSVILLE IN 47665,8127243335,2420,No Comment
2421,PRINCETON PUBLIC LIBRARY,124 SOUTH HART STREET PRINCETON IN 47670,8123854464,2421,No Comment
2422,FORT BRANCH-JOHNSON TOWNSHIP PUBLIC LIBRARY,107 EAST LOCUST STREET FORT BRANCH IN 47648,8127534212,2422,No Comment
2423,OAKLAND CITY-COLUMBIA TOWNSHIP PUBLIC LIBRARY,210 SOUTH MAIN STREET OAKLAND CITY IN 47660,8127493559,2423,No Comment
2424,BICKNELL-VIGO TOWNSHIP PUBLIC LIBRARY,201 WEST 2ND STREET BICKNELL IN 47512,8127352317,2424,No Comment
2425,KNOX COUNTY PUBLIC LIBRARY,502 NORTH 7TH STREET VINCENNES IN 47591,8128864380,2425,No Comment
2426,LOOGOOTEE PUBLIC LIBRARY,504 PARK STREET LOOGOOTEE IN 47553,8122953713,2426,No Comment
2427,SHOALS PUBLIC LIBRARY,404 HIGH STREET SHOALS IN 47581,8122473838,2427,No Comment
2428,PERRY COUNTY PUBLIC LIBRARY,2328 TELL STREET TELL CITY IN 47586,8125472661,2428,No Comment
2429,PIKE COUNTY PUBLIC LIBRARY,1008 E MAPLE STREET PETERSBURG IN 47567,8123546257,2429,No Comment
2430,POSEYVILLE CARNEGIE PUBLIC LIBRARY,55 SOUTH CALE STREET POSEYVILLE IN 47633,8128743418,2430,No Comment
2431,NEW HARMONY WORKINGMEN`S INSTITUTE,407 WEST TAVERN STREET NEW HARMONY IN 47631,8126824806,2431,No Comment
2432,ALEXANDRIAN PUBLIC LIBRARY,115 WEST FIFTH STREET MOUNT VERNON IN 47620,8128383286,2432,No Comment
2433,SPENCER COUNTY PUBLIC LIBRARY,210 WALNUT STREET ROCKPORT IN 47635,8126494866,2433,No Comment
2434,EVANSVILLE-VANDERBURGH PUBLIC LIBRARY,200 SE MARTIN LUTHER KING JR. BLVD EVANSVILLE IN 47713,8124288200,2434,No Comment
2435,WILLARD LIBRARY OF EVANSVILLE,21 FIRST AVENUE EVANSVILLE IN 47710,8124254309,2435,No Comment
2436,NEWBURGH CHANDLER PUBLIC LIBRARY,4111 LAKESHORE DRIVE NEWBURGH IN 47630,8128535468,2436,No Comment
2437,BOONVILLE-WARRICK COUNTY PUBLIC LIBRARY,611 WEST MAIN STREET BOONVILLE IN 47601,8128971500,2437,No Comment
2438,REMINGTON-CARPENTER TOWNSHIP PUBLIC LIBRARY,105 NORTH OHIO STREET REMINGTON IN 47977,2192612543,2438,No Comment
2439,JASPER COUNTY PUBLIC LIBRARY,208 WEST SUSAN STREET RENSSELAER IN 47978,2198665881,2439,No Comment
2440,WHITING PUBLIC LIBRARY,1735 OLIVER STREET WHITING IN 46394,2196590269,2440,No Comment
2441,EAST CHICAGO PUBLIC LIBRARY,2401 EAST COLUMBUS DRIVE EAST CHICAGO IN 46312,2193972453,2441,No Comment
2442,GARY PUBLIC LIBRARY,220 W. 5TH AVENUE GARY IN 46402,2198862484,2442,No Comment
2443,HAMMOND PUBLIC LIBRARY,564 STATE STREET HAMMOND IN 46320,2199315100,2443,No Comment
2444,LAKE COUNTY PUBLIC LIBRARY,1919 WEST 81ST AVENUE MERRILLVILLE IN 46410,2197693541,2444,No Comment
2445,CROWN POINT COMMUNITY PUBLIC LIBRARY,122 NORTH MAIN STREET CROWN POINT IN 46307,2196630270,2445,No Comment
2446,MICHIGAN CITY PUBLIC LIBRARY,100 EAST 4TH STREET MICHIGAN CITY IN 46360,2198733040,2446,No Comment
2447,WESTVILLE-NEW DURHAM TOWNSHIP PUBLIC LIBRARY,153 MAIN STREET WESTVILLE IN 46391,2197852015,2447,No Comment
2448,WANATAH PUBLIC LIBRARY,114 SOUTH MAIN STREET WANATAH IN 46390,2197339303,2448,No Comment
2449,LA CROSSE PUBLIC LIBRARY,307 E MAIN STREET LA CROSSE IN 46348,2197542606,2449,No Comment
2450,LA PORTE COUNTY PUBLIC LIBRARY,904 INDIANA AVE. LA PORTE IN 46350,2193626156,2450,No Comment
2451,NEWTON COUNTY PUBLIC LIBRARY,9444 NORTH 315 WEST LAKE VILLAGE IN 46349,2199923490,2451,No Comment
2452,BROOK-IROQUOIS-WASHINGTON TOWNSHIP PUBLIC LIBRARY,100 WEST MAIN STREET BROOK IN 47922,2192752471,2452,No Comment
2453,KENTLAND-JEFFERSON TOWNSHIP PUBLIC LIBRARY,201 EAST GRAHAM STREET KENTLAND IN 47951,2194745044,2453,No Comment
2454,GOODLAND & GRANT TOWNSHIP PUBLIC LIBRARY,111 SOUTH NEWTON STREET GOODLAND IN 47948,2192974431,2454,No Comment
2455,PORTER COUNTY PUBLIC LIBRARY SYSTEM,103 JEFFERSON STREET VALPARAISO IN 46383,2194620524,2455,No Comment
2456,WESTCHESTER PUBLIC LIBRARY,200 WEST INDIANA AVENUE CHESTERTON IN 46304,2199267696,2456,No Comment
2457,FRANCESVILLE-SALEM TOWNSHIP PUBLIC LIBRARY,201 WEST MONTGOMERY STREET FRANCESVILLE IN 47946,2195679433,2457,No Comment
2458,PULASKI COUNTY PUBLIC LIBRARY,121 SOUTH RIVERSIDE DRIVE WINAMAC IN 46996,5749463432,2458,No Comment
2459,MONTEREY-TIPPECANOE TOWNSHIP PUBLIC LIBRARY,6260 EAST MAIN STREET MONTEREY IN 46960,5745422171,2459,No Comment
2460,NORTH JUDSON-WAYNE TOWNSHIP PUBLIC LIBRARY,208 KELLER AVENUE NORTH JUDSON IN 46366,5748962841,2460,No Comment
2461,STARKE COUNTY PUBLIC LIBRARY SYSTEM,152 WEST CULVER ROAD KNOX IN 46534,5747727323,2461,No Comment
2462,ELKHART PUBLIC LIBRARY,300 SOUTH SECOND STREET ELKHART IN 46516,5745223333,2462,No Comment
2463,WAKARUSA-OLIVE & HARRISON TOWNSHIP PUBLIC LIBRARY,124 NORTH ELKHART STREET WAKARUSA IN 46573,5748622465,2463,No Comment
2464,NAPPANEE PUBLIC LIBRARY,157 NORTH MAIN STREET NAPPANEE IN 46550,5747737919,2464,No Comment
2465,BRISTOL-WASHINGTON TOWNSHIP PUBLIC LIBRARY,505 WEST VISTULA STREET BRISTOL IN 46507,5748487458,2465,No Comment
2466,GOSHEN PUBLIC LIBRARY,601 SOUTH 5TH STREET GOSHEN IN 46526,5745339531,2466,No Comment
2467,MIDDLEBURY COMMUNITY PUBLIC LIBRARY,101 EAST WINSLOW STREET MIDDLEBURY IN 46540,5748255601,2467,No Comment
2468,BELL MEMORIAL PUBLIC LIBRARY,101 WEST MAIN STREET MENTONE IN 46539,5748933200,2468,No Comment
2469,WARSAW COMMUNITY PUBLIC LIBRARY,310 EAST MAIN STREET WARSAW IN 46580,5742676011,2469,No Comment
2470,MILFORD PUBLIC LIBRARY,101 NORTH MAIN STREET MILFORD IN 46542,5746584312,2470,No Comment
2471,SYRACUSE-TURKEY CREEK TOWNSHIP PUBLIC LIBRARY,115 EAST MAIN STREET SYRACUSE IN 46567,5744573022,2471,No Comment
2472,PIERCETON & WASHINGTON TOWNSHIP PUBLIC LIBRARY,101 CATHOLIC STREET PIERCETON IN 46562,5745945474,2472,No Comment
2473,CULVER-UNION TOWNSHIP PUBLIC LIBRARY,107 NORTH MAIN STREET CULVER IN 46511,5748422941,2473,No Comment
2474,PLYMOUTH PUBLIC LIBRARY,201 NORTH CENTER STREET PLYMOUTH IN 46563,5749362324,2474,No Comment
2475,BREMEN PUBLIC LIBRARY,304 NORTH JACKSON STREET BREMEN IN 46506,5745462849,2475,No Comment
2476,ARGOS PUBLIC LIBRARY,142 NORTH MICHIGAN STREET ARGOS IN 46501,5748925818,2476,No Comment
2477,BOURBON PUBLIC LIBRARY,307 NORTH MAIN STREET BOURBON IN 46504,5743425655,2477,No Comment
2478,NEW CARLISLE & OLIVE TOWNSHIP PUBLIC LIBRARY,408 SOUTH BRAY STREET NEW CARLISLE IN 46552,5746543046,2478,No Comment
2479,WALKERTON-LINCOLN TOWNSHIP PUBLIC LIBRARY,406 ADAMS STREET WALKERTON IN 46574,5742790177,2479,No Comment
2480,ST JOSEPH COUNTY PUBLIC LIBRARY,304 SOUTH MAIN STREET SOUTH BEND IN 46601,5742824646,2480,No Comment
2481,MISHAWAKA-PENN-HARRIS PUBLIC LIBRARY,209 LINCOLN WAY EAST MISHAWAKA IN 46544,5742595277,2481,No Comment
2482,BERNE PUBLIC LIBRARY,166 NORTH SPRUNGER STREET BERNE IN 46711,2605892809,2482,No Comment
2483,ALLEN COUNTY PUBLIC LIBRARY,900 LIBRARY PLAZA FORT WAYNE IN 46801,2604211200,2483,No Comment
2484,GARRETT PUBLIC LIBRARY,107 WEST HOUSTON GARRETT IN 46738,2603575485,2484,No Comment
2485,ECKHART PUBLIC LIBRARY,603 SOUTH JACKSON STREET AUBURN IN 46706,2609252414,2485,No Comment
2486,WATERLOO-GRANT TOWNSHIP PUBLIC LIBRARY,300 SOUTH WAYNE STREET WATERLOO IN 46793,2608374491,2486,No Comment
2487,BUTLER PUBLIC LIBRARY,340 SOUTH BROADWAY BUTLER IN 46721,2608682351,2487,No Comment
2488,ANDREWS-DALLAS TOWNSHIP PUBLIC LIBRARY,30 EAST MADISON STREET ANDREWS IN 46702,2607863574,2488,No Comment
2489,ROANOKE PUBLIC LIBRARY,314 NORTH MAIN STREET ROANOKE IN 46783,2606722989,2489,No Comment
2490,HUNTINGTON CITY-TOWNSHIP PUBLIC LIBRARY,255 WEST PARK DRIVE HUNTINGTON IN 46750,2603560824,2490,No Comment
2491,WARREN PUBLIC LIBRARY,123 EAST THIRD STREET WARREN IN 46792,2603753450,2491,No Comment
2492,LA GRANGE COUNTY PUBLIC LIBRARY,203 WEST SPRING STREET LAGRANGE IN 46761,2604632841,2492,No Comment
2493,LIGONIER PUBLIC LIBRARY,300 SOUTH MAIN STREET LIGONIER IN 46767,2608944511,2493,No Comment
2494,NOBLE COUNTY PUBLIC LIBRARY,813 EAST MAIN STREET ALBION IN 46701,2606367197,2494,No Comment
2495,KENDALLVILLE PUBLIC LIBRARY,221 SOUTH PARK AVENUE KENDALLVILLE IN 46755,2603432010,2495,No Comment
2496,CARNEGIE PUBLIC LIBRARY OF STEUBEN COUNTY,322 SOUTH WAYNE STREET ANGOLA IN 46703,2606653362,2496,No Comment
2497,FREMONT PUBLIC LIBRARY,1004 WEST TOLEDO STREET FREMONT IN 46737,2604957157,2497,No Comment
2498,WELLS COUNTY PUBLIC LIBRARY,200 WEST WASHINGTON STREET BLUFFTON IN 46714,2608241612,2498,No Comment
2499,SOUTH WHITLEY COMMUNITY PUBLIC LIBRARY,201 EAST FRONT STREET SOUTH WHITLEY IN 46787,2607235321,2499,No Comment
2500,PEABODY PUBLIC LIBRARY,1160 EAST HIGHWAY 205 COLUMBIA CITY IN 46725,2602445541,2500,No Comment
2501,CHURUBUSCO PUBLIC LIBRARY,116 NORTH MULBERRY STREET CHURUBUSCO IN 46723,2606936466,2501,No Comment
2502,YORK TOWNSHIP PUBLIC LIBRARY,8908 WEST 845 NORTH EARL PARK IN 47942,2194745547,2502,No Comment
2503,EARL PARK-RICHLAND TOWNSHIP PUBLIC LIBRARY,102 EAST FIFTH STREET EARL PARK IN 47942,2194746932,2503,No Comment
2504,BOSWELL-GRANT TOWNSHIP PUBLIC LIBRARY,101 NORTH CLINTON STREET BOSWELL IN 47921,7658695428,2504,No Comment
2505,BENTON COUNTY PUBLIC LIBRARY,102 NORTH VAN BUREN AVENUE FOWLER IN 47944,7658841720,2505,No Comment
2506,OXFORD PUBLIC LIBRARY,201 EAST SMITH STREET OXFORD IN 47971,7653852177,2506,No Comment
2507,OTTERBEIN PUBLIC LIBRARY,23 EAST FIRST STREET OTTERBEIN IN 47970,7655832107,2507,No Comment
2508,DELPHI PUBLIC LIBRARY,222 EAST MAIN STREET DELPHI IN 46923,7655642929,2508,No Comment
2509,CAMDEN-JACKSON TOWNSHIP PUBLIC LIBRARY,183 WEST MAIN CAMDEN IN 46917,5746862120,2509,No Comment
2510,FLORA-MONROE TOWNSHIP PUBLIC LIBRARY,109 NORTH CENTER STREET FLORA IN 46929,5749673912,2510,No Comment
2511,COLFAX-PERRY TOWNSHIP PUBLIC LIBRARY,207 SOUTH CLARK STREET COLFAX IN 46035,7653242915,2511,No Comment
2512,FRANKFORT COMMUNITY PUBLIC LIBRARY-CLINTON COUNTY CONTRACTUA,208 WEST CLINTON STREET FRANKFORT IN 46041,7656548746,2512,No Comment
2513,KIRKLIN PUBLIC LIBRARY,115 NORTH MAIN STREET KIRKLIN IN 46050,7652798308,2513,No Comment
2514,ATTICA PUBLIC LIBRARY,305 SOUTH PERRY STREET ATTICA IN 47918,7657644194,2514,No Comment
2515,COVINGTON-VEEDERSBURG PUBLIC LIBRARY,622 5TH STREET COVINGTON IN 47932,7657932572,2515,No Comment
2516,KINGMAN-MILLCREEK PUBLIC LIBRARY,123 EAST STATE STREET KINGMAN IN 47952,7653973138,2516,No Comment
2517,CRAWFORDSVILLE DISTRICT PUBLIC LIBRARY,205 SOUTH WASHINGTON STREET CRAWFORSDSVILLE IN 47933,7653622242,2517,No Comment
2518,WAVELAND-BROWN TOWNSHIP PUBLIC LIBRARY,115 EAST GREEN STREET WAVELAND IN 47989,7654352700,2518,No Comment
2519,LINDEN CARNEGIE PUBLIC LIBRARY,102 SOUTH MAIN STREET LINDEN IN 47955,7653394239,2519,No Comment
2520,DARLINGTON PUBLIC LIBRARY,203 WEST MAIN STREET DARLINGTON IN 47940,7657944813,2520,No Comment
2521,LADOGA-CLARK TOWNSHIP PUBLIC LIBRARY,128 EAST MAIN STREET LADOGA IN 47954,7659422456,2521,No Comment
