5087,Monty Python Live at the Hollywood Bowl,5206,Terry Gilliam John Cleese Graham Chapman Eric Idle Terry Jones,Comedy,1982,Good,Ian MacNaughton Terry Hughes
5088,Moonlighting,5207,Jeremy Irons Eugene Lipinski Jiří Stanislav Eugeniusz Haczkiewicz Denis Holmes,Drama,1982,Bad,Jerzy Skolimowski
5089,Mother Lode,5208,Charlton Heston Kim Basinger Nick Mancuso John Marley Dale Wilson,Adventure Action Thriller,1982,Good,Charlton Heston
5090,The Night of the Shooting Stars,5209,Omero Antonutti Margarita Lozano Claudio Bigagli Miriam Guidelli Massimo Bonetti,War Drama,1982,Good,Paolo Taviani Vittorio Taviani
5091,The Night of Varennes,5210,Jean-Louis Barrault Marcello Mastroianni Hanna Schygulla Harvey Keitel Jean-Claude Brialy,Drama History,1982,Good,Ettore Scola
5092,One from the Heart,5211,Teri Garr Frederic Forrest Raúl Juliá Lainie Kazan Harry Dean Stanton,Drama Music Romance,1982,Bad,Francis Ford Coppola
5093,Pandemonium,5212,Carol Kane Tom Smothers Candice Azzara Debralee Scott Judge Reinhold,Comedy Horror Mystery,1982,Good,Alfred Sole
5094,Paradise,5213,Willie Aames Phoebe Cates Tuvia Tavi Richard Curnock Neil Vipond,Romance Adventure,1982,Good,Stuart Gillard
5095,Partners,5214,Ryan O'Neal John Hurt Kenneth McMillan Robyn Douglass Jay Robinson,Comedy Crime,1982,Good,James Burrows
5096,Godard's Passion,5215,Isabelle Huppert Hanna Schygulla Michel Piccoli László Szabó Jerzy Radziwiłowicz,Comedy Drama,1982,Bad,Jean-Luc Godard
5097,Permanent Vacation,5216,Chris Parker Leila Gastil Sara Driver Charlie Spademan Jane Fire,Drama,1980,Good,Jim Jarmusch
5098,Personal Best,5217,Mariel Hemingway Scott Glenn Patrice Donnelly Kenny Moore Jim Moody,Drama,1982,Good,Robert Towne
5099,The Pirate Movie,5218,Kristy McNichol Christopher Atkins Ted Hamilton Bill Kerr Maggie Kirkpatrick,Action Comedy Drama Family Music Romance,1982,Good,Ken Annakin
5100,Privates on Parade,5219,John Cleese Denis Quilley Michael Elphick Nicola Pagett Patrick Pearson,Comedy Drama War,1983,Bad,Michael Blakemore
5101,Blind Chance,5220,Zbigniew Zapasiewicz Marzena Trybała Jerzy Stuhr Adam Ferency Tadeusz Łomnicki,Drama,1987,Good,Krzysztof Kieślowski
5102,Santa Claus Is a Stinker,5221,Christian Clavier Anémone Marie-Anne Chazel Thierry Lhermitte Josiane Balasko,Comedy,1982,Good,Jean-Marie Poiré
5103,Q,5222,Michael Moriarty Candy Clark Richard Roundtree David Carradine James Dixon,Drama Horror Fantasy,1982,Good,Larry Cohen
5104,Querelle,5223,Brad Davis Franco Nero Jeanne Moreau Laurent Malet Hanno Pöschl,Drama,1982,Bad,Rainer Werner Fassbinder
5105,Richard Pryor: Live on the Sunset Strip,5224,Richard Pryor Gene Cross Julie Hampton Jesse Jackson,Comedy,1982,Good,Joe Layton
5106,Sunless,5225,Florence Delay Arielle Dombasle Riyoko Ikeda Charlotte Kerr Kim Novak,Documentary,1983,Good,Chris Marker
5107,Savannah Smiles,5226,Bridgette Andersen Mark Miller Donovan Scott Michael Parks Peter Graves,Family,1982,Good,Pierre De Moro
5108,The Secret Policeman's Other Ball,5227,Rowan Atkinson Jeff Beck Alan Bennett Graham Chapman Eric Clapton,Comedy Music,1982,Bad,Julien Temple Roger Graef
5109,Veronika Voss,5228,Rosel Zech Hilmar Thate Annemarie Düringer Doris Schade Erik Schumann,Crime Drama,1982,Good,Rainer Werner Fassbinder
5110,Shoot the Moon,5229,Albert Finney Diane Keaton Karen Allen Peter Weller Dana Hill,Drama Romance,1982,Good,Alan Parker
5111,Six Pack,5230,Kenny Rogers Diane Lane Erin Gray Barry Corbin Terry Kiser,Drama Comedy Family,1982,Good,Daniel Petrie
5112,Six Weeks,5231,Dudley Moore Mary Tyler Moore Katherine Healy Michael Ensign,Drama,1982,Bad,Tony Bill
5113,The Soldier,5232,Ken Wahl Alberta Watson Joaquim de Almeida Klaus Kinski Jeremiah Sullivan,Action,1982,Good,James Glickenhaus
5114,Some Kind of Hero,5233,Richard Pryor Margot Kidder Ronny Cox Ray Sharkey,Comedy Drama,1982,Good,Michael Pressman
5115,The New York Ripper,5234,Jack Hedley Almanta Suska Renato Rossini Andrea Occhipinti Alexandra Delli Colli,Horror,1982,Good,Lucio Fulci
5116,The State of Things,5235,Isabelle Weingarten Rebecca Pauly Jeffrey Kime Geoffrey Carey Camila Mora-Scheihing,Drama,1982,Bad,Wim Wenders
5117,Starstruck,5236,Jo Kennedy Ross O'Donovan Margo Lee Max Cullen Melissa Jaffer,Comedy Music Romance,1982,Good,Gillian Armstrong
5118,Still of the Night,5237,Roy Scheider Meryl Streep Jessica Tandy Joe Grifasi Sara Botsford,Thriller,1982,Good,Robert Benton
5119,El Sur,5238,Omero Antonutti Sonsoles Aranguren Icíar Bollaín Lola Cardona Rafaela Aparicio,Drama Romance,1983,Good,Víctor Erice
5120,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,5239,Miles O'Keeffe Leigh Lawson Trevor Howard Sean Connery Emma Sutton,Action Adventure Fantasy,1984,Bad,Stephen Weeks
5121,Tag: The Assassination Game,5240,Robert Carradine Linda Hamilton Kristine DeBell Perry Lang John Mengatti,Thriller,1982,Good,Nick Castle
5122,Tempest,5241,John Cassavetes Gena Rowlands Susan Sarandon Vittorio Gassman Raúl Juliá,Comedy Drama Romance,1982,Good,Paul Mazursky
5123,Tenebre,5242,Anthony Franciosa John Saxon Daria Nicolodi Giuliano Gemma Christian Borromeo,Horror Mystery Thriller,1982,Good,Dario Argento
5124,They Call Me Bruce?,5243,Johnny Yune Margaux Hemingway Raf Mauro Pam Huntington Martin Azarow,Action Comedy Thriller,1982,Bad,Elliott Hong
5125,Time Walker,5244,Ben Murphy Nina Axelrod Kevin Brophy James Karen Robert Random,Horror Sci-Fi,1982,Good,Tom Kennedy
5126,Trail of the Pink Panther,5245,Peter Sellers David Niven Herbert Lom Richard Mulligan Joanna Lumley,Comedy Crime,1982,Good,Blake Edwards
5127,La traviata,5246,Teresa Stratas Plácido Domingo Cornell MacNeil Allan Monk Axelle Gall,Drama Music,1982,Good,Franco Zeffirelli
5128,Venom,5247,Klaus Kinski Oliver Reed Nicol Williamson Sarah Miles Sterling Hayden,Horror Thriller,1981,Bad,Piers Haggard
5129,To Begin Again,5248,,,1982,Good,José Luis Garci
5130,Die weisse Rose,5249,Lena Stolze Wulf Kessler Oliver Siebert Ulrich Tukur Werner Stocker,Drama History,1982,Good,Michael Verhoeven
5131,White Dog,5250,Kristy McNichol Paul Winfield Burl Ives Jameson Parker Christa Lang,Horror Drama Thriller,1982,Good,Samuel Fuller
5132,Who Dares Wins,5251,Lewis Collins Judy Davis Richard Widmark Edward Woodward Robert Webber,Action Thriller,1982,Bad,Ian Sharp
5133,Wrong Is Right,5252,Sean Connery George Grizzard Robert Conrad Katharine Ross G. D. Spradlin,Comedy Drama,1982,Good,Richard Brooks
5134,The Road,5253,Tarık Akan Halil Ergün Şerif Sezer Meral Orhonsay Necmettin Çobanoğlu,Drama Romance,1982,Good,Yılmaz Güney Serif Gören
5135,"Yor, the Hunter from the Future",5254,Reb Brown Corinne Cléry Luciano Pigozzi Luigina Rocchi Carole André,Fantasy Sci-Fi,1983,Good,Antonio Margheriti
5136,Zapped!,5255,Scott Baio Willie Aames Robert Mandan Felice Schachter Scatman Crothers,Comedy,1982,Bad,Robert J. Rosenthal
5137,Deliver Us from Eva,5256,LL Cool J Gabrielle Union Kym Whitley Meagan Good Duane Martin,Comedy Drama Romance Sci-Fi Thriller,2003,Good,Gary Hardwick
5138,How to Lose a Guy in 10 Days,5257,Kate Hudson Matthew McConaughey Kathryn Hahn Annie Parisse Adam Goldberg,Comedy Romance,2003,Good,Donald Petrie
5139,Shanghai Knights,5258,Jackie Chan Owen Wilson Fann Wong Aaron Taylor-Johnson Aidan Gillen,Action Adventure Comedy Western,2003,Good,David Dobkin
5140,Daredevil,5259,Ben Affleck Jennifer Garner Colin Farrell Michael Clarke Duncan Jon Favreau,Fantasy Action Crime Sci-Fi Thriller,2003,Bad,Mark Steven Johnson
5141,The Jungle Book 2,5260,John Goodman Haley Joel Osment Mae Whitman Connor Funk Bob Joles,Family Animation Adventure,2003,Good,Steve Trenbirth
5142,All the Real Girls,5261,Paul Schneider Zooey Deschanel Danny McBride Maurice Compte Heather McComb,Drama Romance,2003,Good,David Gordon Green
5143,Amandla! A Revolution in Four-Part Harmony,5262,Walter Cronkite F.W. de Klerk Abdullah Ibrahim Jesse Jackson Duma Ka Ndlovu,Documentary,2002,Good,Lee Hirsch
5144,Painted Fire,5263,Choi Min-sik Kim Yeo-jin Son Ye-jin Ahn Sung-Ki Yu Ho-jeong,Drama,2002,Bad,Im Kwon-taek
5145,Gerry,5264,Casey Affleck Matt Damon,Mystery Drama Adventure,2002,Good,Gus Van Sant
5146,He Loves Me... He Loves Me Not,5265,Audrey Tautou Samuel Le Bihan Isabelle Carré Clément Sibony Sophie Guillemin,Drama Romance Thriller,2002,Good,Laetitia Colombani
5147,Lockdown,5266,Gabriel Casseus De'Aundre Bonds Master P Melissa De Sousa Clifton Powell,Action Crime Drama Thriller,2000,Good,John Luessenhop
5148,Ordinary Sinner,5267,Brendan Hines Elizabeth Banks Kris Park A Martinez Peter Onorati,Romance Drama,2001,Bad,John Henry Davis
5149,Dennis the Menace,5268,Walter Matthau Mason Gamble Joan Plowright Christopher Lloyd Lea Thompson,Family Comedy,1993,Good,Nick Castle
5150,10 to Midnight,5269,Charles Bronson Lisa Eilbacher Andrew Stevens Geoffrey Lewis Gene Davis,Horror Crime Thriller Drama,1983,Good,J. Lee Thompson
5151,The Black Stallion Returns,5270,Kelly Reno Vincent Spano Allen Garfield Ferdy Mayne Teri Garr,Drama Family,1983,Good,Robert Dalva
5152,The Black Stallion,5271,Kelly Reno Mickey Rooney Teri Garr Clarence Muse Hoyt Axton,Adventure Family,1979,Bad,Carroll Ballard
5153,Cesar and Rosalie,5272,Yves Montand Romy Schneider Sami Frey Bernard Le Coq Isabelle Huppert,Romance Drama Comedy,1972,Good,Claude Sautet
5154,Into the West,5273,Gabriel Byrne Ellen Barkin Ciarán Fitzgerald Rúaidhrí Conroy David Kelly,Adventure Drama Family Fantasy,1992,Good,Mike Newell
5155,Kinjite: Forbidden Subjects,5274,Charles Bronson Peggy Lipton James Pax Juan Fernández Perry Lopez,Action Drama Thriller,1989,Good,J. Lee Thompson
5156,Messenger of Death,5275,Charles Bronson Trish Van Devere Laurence Luckinbill Daniel Benzali Marilyn Hassett,Action Crime Thriller,1988,Bad,J. Lee Thompson
5157,Mr. Majestyk,5276,Charles Bronson Al Lettieri Linda Cristal Lee Purcell Paul Koslo,Action Adventure Crime Thriller,1974,Good,Richard Fleischer
5158,Murphy's Law,5277,Charles Bronson Kathleen Wilhoite Carrie Snodgress Robert F. Lyons Richard Romanus,Action Mystery Thriller,1986,Good,J. Lee Thompson
5159,A Prayer for the Dying,5278,Mickey Rourke Bob Hoskins Alan Bates Sammi Davis Christopher Fulford,Crime Drama Action Thriller,1987,Good,Mike Hodges
5160,Q & A,5279,Nick Nolte Timothy Hutton Armand Assante Luis Guzmán Charles S. Dutton,Action Drama Thriller,1990,Bad,Sidney Lumet
5161,The Man Who Fell to Earth,5280,David Bowie Rip Torn Candy Clark Tony Mascia Buck Henry,Drama Sci-Fi,1976,Good,Nicolas Roeg
5162,Dark Blue,5281,Kurt Russell Scott Speedman Michael Michele Brendan Gleeson Ving Rhames,Action Crime Drama Thriller,2002,Good,Ron Shelton
5163,Gods and Generals,5282,Stephen Lang Jeff Daniels Robert Duvall Kevin Conway C. Thomas Howell,Drama History War,2003,Good,Ronald F. Maxwell
5164,The Life of David Gale,5283,Kevin Spacey Kate Winslet Laura Linney Gabriel Mann Rhona Mitra,Drama Thriller Crime,2003,Bad,Alan Parker
5165,Old School,5284,Luke Wilson Will Ferrell Vince Vaughn Ellen Pompeo Leah Remini,Comedy,2003,Good,Todd Phillips
5166,Dischord,5285,Annunziata Gianzero Thomas Jay Ryan,,2001,Good,Mark Wilkinson
5167,The Lawless Heart,5286,Bill Nighy Tom Hollander Douglas Henshall Sukie Smith Clémentine Célarié,Drama Comedy Romance,2002,Good,Neil Hunter Tom Hunsinger
5168,The Navigators,5287,Dean Andrews Thomas Craig Joe Duttine Steve Huison Venn Tracey,Drama Foreign,2001,Bad,Ken Loach
5169,Open Hearts,5288,Sonja Richter Nikolaj Lie Kaas Mads Mikkelsen Paprika Steen Stine Bjerregaard,Drama Romance,2002,Good,Susanne Bier
5170,Poolhall Junkies,5289,Ricky Schroder Chazz Palminteri Rod Steiger Michael Rosenbaum Mars Callahan,Comedy Drama Thriller,2002,Good,Mars Callahan
5171,Till Human Voices Wake Us,5290,Guy Pearce Helena Bonham Carter,Drama Foreign Mystery Romance Thriller,2002,Good,
5172,Stone Reader,5291,,,2002,Bad,Mark Moskowitz
5173,Cradle 2 the Grave,5292,Jet Li DMX Kelly Hu Anthony Anderson Tom Arnold,Action Crime Drama,2003,Good,Andrzej Bartkowiak
5174,Spider,5293,Ralph Fiennes Miranda Richardson Gabriel Byrne Lynn Redgrave John Neville,Drama Mystery Thriller,2002,Good,David Cronenberg
5175,American Heart,5294,Jeff Bridges Edward Furlong Lucinda Jenney John Boylan Jayne Entwistle,Crime Drama,1992,Good,Martin Bell
5176,Edie & Pen,5295,Stockard Channing Jennifer Tilly Scott Glenn Stuart Wilson Chris Sarandon,Comedy,1996,Bad,Matthew Irmas
5177,Insignificance,5296,Michael Emil Theresa Russell Tony Curtis Gary Busey Will Sampson,Comedy Drama,1985,Good,Nicolas Roeg
5178,Lady Jane,5297,Helena Bonham Carter Cary Elwes John Wood Patrick Stewart Joss Ackland,Drama Romance History,1986,Good,Trevor Nunn
5179,Late Marriage,5298,Lior Ashkenazi Ronit Elkabetz Moni Moshonov Lili Koshashvili Aya Steinovitz,Comedy Drama Romance,2001,Good,Dover Koshashvili
5180,Life Stinks,5299,Mel Brooks Lesley Ann Warren Jeffrey Tambor Michael Ensign Stuart Pankin,Comedy,1991,Bad,Mel Brooks
5181,The Meteor Man,5300,Robert Townsend Marla Gibbs Eddie Griffin Robert Guillaume James Earl Jones,Fantasy Action Comedy Sci-Fi Family,1993,Good,Robert Townsend
5182,Mr. North,5301,Anthony Edwards Robert Mitchum Lauren Bacall Harry Dean Stanton Anjelica Huston,Fantasy Drama Comedy Sci-Fi,1988,Good,Danny Huston
5183,Seize the Day,5302,Robin Williams Richard B. Shull David Bickford Glenne Headly Jerry Stiller,,1986,Good,Fielder Cook
5184,The Slaughter Rule,5303,Ryan Gosling David Morse Clea DuVall Amy Adams David Cale,Drama,2002,Bad,Andrew J. Smith Alex Smith
5185,Trouble Bound,5304,Michael Madsen Patricia Arquette Sal Jenco Darren Epton Gregory Sporleder,Drama Action Thriller,1993,Good,Jeffrey Reiner
5186,Volcano High,5305,Jang Hyuk Shin Min-A Kim Hyeong-jong Byun Hee-bong Heo Jun-ho,Action Comedy,2001,Good,Kim Tae-gyun
5187,Ten,5306,Mania Akbari Amin Maher Kamran Adl Roya Arabshahi,Drama,2002,Good,Abbas Kiarostami
5188,Bringing Down the House,5307,Steve Martin Queen Latifah Eugene Levy Joan Plowright Jean Smart,Comedy,2003,Bad,Adam Shankman
5189,Tears of the Sun,5308,Bruce Willis Monica Bellucci Cole Hauser Eamonn Walker Johnny Messner,Action Drama War,2003,Good,Antoine Fuqua
5190,Irreversible,5309,Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe Nahon,Drama Thriller Crime Mystery,2002,Good,Gaspar Noé
5191,Laurel Canyon,5310,Frances McDormand Christian Bale Kate Beckinsale Natascha McElhone Alessandro Nivola,Drama,2002,Good,Lisa Cholodenko
5192,Nowhere in Africa,5311,Juliane Köhler Merab Ninidze Sidede Onyulo Matthias Habich Lea Kurka,Drama,2001,Bad,Caroline Link
5193,Bend It Like Beckham,5312,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher Shaheen Khan,Comedy Drama Romance,2002,Good,Gurinder Chadha
5194,The Hunted,5313,Tommy Lee Jones Benicio del Toro Connie Nielsen Leslie Stefanson John Finn,Drama Action Thriller Crime,2003,Good,William Friedkin
5195,Willard,5314,Crispin Glover R. Lee Ermey Laura Harring Jackie Burroughs Ashlyn Gere,Horror,2003,Good,Glen Morgan
5196,Gaudi Afternoon,5315,Judy Davis Marcia Gay Harden Lili Taylor Juliette Lewis María Barranco,,2001,Bad,Susan Seidelman
5197,Prozac Nation,5316,Christina Ricci Jason Biggs Anne Heche Michelle Williams Jonathan Rhys Meyers,Drama,2001,Good,Erik Skjoldbjærg
5198,Spun,5317,Jason Schwartzman Mickey Rourke Brittany Murphy John Leguizamo Chloe Hunter,Comedy Crime Drama,2002,Good,Jonas Åkerlund
5199,Under the Skin of the City,5318,Mohammad Reza Forutan Golab Adineh Baran Kosari Ebrahim Sheibani Mohsen Ghazi Moradi,Drama Foreign,2001,Good,Rakhshan Bani-Etemad
5200,The Lost Honor of Katharina Blum,5319,Angela Winkler Mario Adorf Dieter Laser Jürgen Prochnow Heinz Bennent,Comedy Drama,1975,Bad,Volker Schlöndorff Margarethe von Trotta
5201,Two-Lane Blacktop,5320,James Taylor Warren Oates Dennis Wilson Laurie Bird Rudy Wurlitzer,Drama,1971,Good,Monte Hellman
5202,Bang the Drum Slowly,5321,Robert De Niro Danny Aiello Michael Moriarty Vincent Gardenia Barton Heyman,Drama,1973,Good,John D. Hancock
5203,Born Yesterday,5322,Melanie Griffith John Goodman Don Johnson Michael Ensign,Romance Comedy,1993,Good,Luis Mandoki
5204,Equus,5323,Richard Burton Peter Firth Joan Plowright Harry Andrews Colin Blakely,Drama Mystery,1977,Bad,Sidney Lumet
5205,Europa Europa,5324,Salomon Perel Marco Hofschneider Julie Delpy René Hofschneider Piotr Kozlowski,History Drama,1990,Good,Agnieszka Holland
5206,Green Card,5325,Gérard Depardieu Andie MacDowell Bebe Neuwirth Gregg Edelman Robert Prosky,Comedy Drama Romance,1990,Good,Peter Weir
5207,One Good Cop,5326,Michael Keaton Rene Russo Anthony LaPaglia Kevin Conway Rachel Ticotin,Drama Action,1991,Good,Heywood Gould
5208,Pauline at the Beach,5327,Amanda Langlet Arielle Dombasle Pascal Greggory Féodor Atkine Simon de La Brosse,Romance Comedy Drama,1983,Bad,Éric Rohmer
5209,Ringu,5328,Nanako Matsushima Miki Nakatani Hiroyuki Sanada Yuko Takeuchi Hitomi Satô,Horror Thriller,1998,Good,Hideo Nakata
5210,Ringu 2,5329,Miki Nakatani Hitomi Satô Kyoko Fukada Fumiyo Kohinata Kenjiro Ishimaru,Horror,1999,Good,Hideo Nakata
5211,Salaam Bombay!,5330,Shafiq Syed Hansa Vithal Chanda Sharma Anita Kanwar Nana Patekar,Drama Crime,1988,Good,Mira Nair
5212,Talent for the Game,5331,Edward James Olmos Lorraine Bracco John E. Coleman Jeff Corbett Jamey Sheridan,Drama,1991,Bad,Robert M. Young
5213,Japón,5332,,Drama Foreign,2002,Good,Carlos Reygadas
5214,Boat Trip,5333,Cuba Gooding Jr. Horatio Sanz Roselyn Sánchez Vivica A. Fox Maurice Godin,Comedy,2002,Good,Mort Nathan
5215,Dreamcatcher,5334,Morgan Freeman Thomas Jane Jason Lee Damian Lewis Timothy Olyphant,Drama Horror Sci-Fi Thriller,2003,Good,Lawrence Kasdan
5216,Piglet's Big Movie,5335,John Fiedler Jim Cummings Andre Stojka Kath Soucie Nikita Hopkins,Animation Family,2003,Bad,Francis Glebas
5217,View from the Top,5336,Gwyneth Paltrow Christina Applegate Candice Bergen Marc Blucas Kelly Preston,Comedy Romance,2003,Good,Bruno Barreto
5218,Down & Out With The Dolls,5337,,Comedy Music,2003,Good,
5219,The House with Laughing Windows,5338,Lino Capolicchio Francesca Marciano Gianni Cavina Giulio Pizzirani Bob Tonelli,Horror Mystery Thriller,1976,Good,Pupi Avati
5220,Wind,5339,Matthew Modine Jennifer Grey Cliff Robertson Jack Thompson Stellan Skarsgård,Action Drama,1992,Bad,Carroll Ballard
5221,Unknown Pleasures,5340,Wei Wei Zhao Qiong Wu Zhao Tao Qing Feng Zhou Hongwei Wang,Comedy Drama,2002,Good,Jia Zhangke
5222,Basic,5341,John Travolta Connie Nielsen Samuel L. Jackson Giovanni Ribisi Tim Daly,Action Drama Mystery Thriller Crime,2003,Good,John McTiernan
5223,The Core,5342,Aaron Eckhart Hilary Swank Delroy Lindo Stanley Tucci Tchéky Karyo,Action Thriller Adventure Sci-Fi,2003,Good,Jon Amiel
5224,Head of State,5343,Chris Rock Bernie Mac Dylan Baker Nick Searcy Lynn Whitfield,Comedy,2003,Bad,Chris Rock
5225,What a Girl Wants,5344,Amanda Bynes Colin Firth Kelly Preston Jonathan Pryce Oliver James,Comedy,2003,Good,Dennie Gordon
5226,Assassination Tango,5345,Robert Duvall Rubén Blades Kathy Baker Luciana Pedraza James Keane,Drama Romance Thriller,2002,Good,Robert Duvall
5227,Raising Victor Vargas,5346,Victor Rasuk Judy Marte Melonie Diaz Altagracia Guzman Silvestre Rasuk,Drama Romance,2002,Good,Peter Sollett
5228,Stevie,5347,,Documentary Drama Foreign,2002,Bad,Steve James
5229,Dreams,5348,Akira Terao Mitsuko Baisho Toshie Negishi Mieko Harada Mitsunori Isaki,Fantasy Drama Sci-Fi,1990,Good,Akira Kurosawa Ishirô Honda
5230,Day for Night,5349,Jacqueline Bisset Jean-Pierre Léaud Jean-Pierre Aumont Valentina Cortese Dani,Comedy Drama,1973,Good,François Truffaut
5231,Eye of God,5350,Nick Stahl Chris Freihofer Martha Plimpton Hal Holbrook Kevin Anderson,Drama Thriller Crime Mystery,1997,Good,Tim Blake Nelson
5232,Physical Evidence,5351,Burt Reynolds Theresa Russell Ned Beatty Kay Lenz Ted McGinley,Crime Thriller,1989,Bad,Michael Crichton
5233,Square Dance,5352,Winona Ryder Rob Lowe Jason Robards Jane Alexander Irma P. Hall,Drama Romance,1987,Good,Daniel Petrie
5234,Winter Kills,5353,Jeff Bridges John Huston Anthony Perkins Eli Wallach Sterling Hayden,Drama Thriller,1979,Good,William Richert
5235,Fellini: I'm a Born Liar,5354,Roberto Benigni Luigi 'Titta' Benzi Italo Calvino Dante Ferretti Rinaldo Geleng,Documentary,2003,Good,Damian Pettigrew
5236,The Good Thief,5355,Nick Nolte Tchéky Karyo Nutsa Kukhianidze Marc Lavoine Saïd Taghmaoui,Crime Drama Thriller,2003,Bad,Neil Jordan
5237,A Man Apart,5356,Vin Diesel Larenz Tate Timothy Olyphant Geno Silva Jacqueline Obradors,Action Drama,2003,Good,F. Gary Gray
5238,Phone Booth,5357,Colin Farrell Kiefer Sutherland Forest Whitaker Radha Mitchell Katie Holmes,Thriller Drama,2002,Good,Joel Schumacher
5239,Cet Amour-là,5358,Jeanne Moreau Aymeric Demarigny Christiane Rorato,Drama,2001,Good,Josée Dayan
5240,Cowboy Bebop: The Movie,5359,Kouichi Yamadera Unshō Ishizuka Aoi Tada Ai Kobayashi Megumi Hayashibara,Action Animation Sci-Fi,2001,Bad,Shinichiro Watanabe
5241,DysFunktional Family,5360,Eddie Griffin Joe Howard Matthew Brent Robert Noble,Comedy Documentary,2003,Good,George Gallo
5242,Levity,5361,Billy Bob Thornton Morgan Freeman Holly Hunter Kirsten Dunst Manuel Aranguiz,Crime Drama,2003,Good,Ed Solomon
5243,The Man Without a Past,5362,Markku Peltola Kati Outinen Juhani Niemelä Kaija Pakarinen Sakari Kuosmanen,Romance Comedy Drama,2002,Good,Aki Kaurismäki
5244,Anger Management,5363,Adam Sandler Jack Nicholson Luis Guzmán Marisa Tomei January Jones,Comedy,2003,Bad,Peter Segal
5245,Better Luck Tomorrow,5364,Parry Shen Jason Tobin Sung Kang Karin Anna Cheung Roger Fan,Crime Drama,2002,Good,Justin Lin
5246,Ghosts of the Abyss,5365,Bill Paxton John Broadwater James Cameron Mike Cameron Ken Marschall,Documentary,2003,Good,James Cameron
5247,House of 1000 Corpses,5366,Sid Haig Bill Moseley Sheri Moon Zombie Karen Black Erin Daniels,Horror,2003,Good,Rob Zombie
5248,Lilya 4-ever,5367,Oksana Akinshina Artyom Bogucharsky Lyubov Agapova Liliya Shinkaryova Elina Benenson,Crime Drama,2002,Bad,Lukas Moodysson
5249,Marion Bridge,5368,Molly Parker Rebecca Jenkins Stacy Smith Marguerite McNeil Ellen Page,Drama,2003,Good,Wiebke von Carolsfeld
5250,XX/XY,5369,Mark Ruffalo Maya Stange Kathleen Robertson Kel O'Neill Ben Tolpin,Drama Comedy Romance,2002,Good,Austin Chick
5251,Bulletproof Monk,5370,Seann William Scott Jaime King Karel Roden Chow Yun-fat K. C. Collins,Action Comedy Fantasy,2003,Good,Paul Hunter
5252,Chasing Papi,5371,Roselyn Sánchez Sofía Vergara Jaci Velasquez Eduardo Verástegui Lisa Vidal,Comedy Romance,2003,Bad,Linda Mendoza
5253,A Mighty Wind,5372,Bob Balaban Christopher Guest John Michael Higgins Eugene Levy Jane Lynch,Comedy Music,2003,Good,Christopher Guest
5254,Holes,5373,Sigourney Weaver Jon Voight Tim Blake Nelson Patricia Arquette Shia LaBeouf,Adventure Family Drama Comedy,2003,Good,Andrew Davis
5255,Malibu's Most Wanted,5374,Jamie Kennedy Taye Diggs Anthony Anderson Regina Hall Blair Underwood,Comedy Crime,2003,Good,John Whitesell
5256,Winged Migration,5375,Philippe Labro Jacques Perrin,Documentary,2001,Bad,Jacques Perrin
5257,Flickering Lights,5376,Søren Pilmark Ulrich Thomsen Mads Mikkelsen Nikolaj Lie Kaas Sofie Gråbøl,Action Comedy Crime,2000,Good,Anders Thomas Jensen
5258,Straw Dogs,5377,Dustin Hoffman Susan George Peter Vaughan T. P. McKenna Del Henney,Crime Drama Thriller Mystery,1971,Good,Sam Peckinpah
5259,The Andromeda Strain,5378,Arthur Hill David Wayne James Olson Kate Reid Paula Kelly,Sci-Fi Thriller,1971,Good,Robert Wise
5260,Brainscan,5379,Edward Furlong Frank Langella T. Ryder Smith Amy Hargreaves Victor Ertmanis,Fantasy Horror Sci-Fi,1994,Bad,John Flynn
5261,I Am Trying to Break Your Heart,5380,Jeff Tweedy John Stirratt Leroy Bach Glenn Kotche Jay Bennett,Music Documentary,2002,Good,Sam Jones
5262,The Iceman Cometh,5381,Lee Marvin Fredric March Robert Ryan Bradford Dillman Sorrell Booke,Drama,1973,Good,John Frankenheimer
5263,Legal Eagles,5382,Robert Redford Debra Winger Daryl Hannah Brian Dennehy Terence Stamp,Comedy Crime Drama Romance Thriller,1986,Good,Ivan Reitman
5264,Married to It,5383,Beau Bridges Stockard Channing Robert Sean Leonard Mary Stuart Masterson Cybill Shepherd,Comedy Romance,1993,Bad,Arthur Hiller
5265,Memories of Me,5384,Billy Crystal Alan King JoBeth Williams Janet Carroll David Ackroyd,Drama Comedy,1988,Good,Henry Winkler
5266,The Other Side of Heaven,5385,Christopher Gorham Anne Hathaway Joe Folau Miriama Smith,Action Adventure Drama Family,2001,Good,Mitch Davis
5267,A Private Function,5386,Michael Palin Maggie Smith Richard Griffiths Denholm Elliott Pete Postlethwaite,Comedy,1984,Good,Malcolm Mowbray
5268,Sibling Rivalry,5387,Kirstie Alley Bill Pullman Carrie Fisher Jami Gertz Scott Bakula,Comedy Romance,1990,Bad,Carl Reiner
5269,Undercover Blues,5388,Kathleen Turner Dennis Quaid Fiona Shaw Stanley Tucci Larry Miller,Comedy Crime,1993,Good,Herbert Ross
5270,Wildcats,5389,Goldie Hawn Swoosie Kurtz Woody Harrelson Wesley Snipes Robyn Lively,Comedy Drama,1986,Good,Michael Ritchie
